#SAMPLE,R1 RAW READS,R2 RAW READS,TRIM INPUT READS,TRIM SURVIVING READS,TRIM SURVIVING READS %,INPUT READS,MAPPED READS (MQ10),MAPPED %,CHIMERIC %,MAPPED READS,DEDUPLICATED READS,DUPLICATES %,ON-TARGET,ON-TARGET 100BP PAD,ON-TARGET 500BP PAD,MEAN COVERAGE,MEDIAN COVERAGE,%_bases_above_10,%_bases_above_50,%_bases_above_100,%_bases_above_500
SRR1587225,126182187,126182187,126182187,119091670,94.30%,238183340,208508345,87.50%,0.08%,208508345,140257014,32.70%,66.20%,81.70%,92.10%,51.02,17,52.5,38.6,20.4,0.2
SRR1587226,142849070,142849070,142849070,127135593,88.90%,254271186,219659493,86.30%,1.70%,219659493,79894890,63.60%,61.50%,79.00%,90.10%,27.35,10,49.9,26,3.2,0
SRR1587228,85154263,85154263,85154263,81052659,95.10%,162105318,139390220,85.90%,0.28%,139390220,128086545,8.10%,60.70%,75.30%,86.00%,42.4,17,53,31,11.8,0.3
SRR1587230,106723745,106723745,106723745,98442397,92.20%,196884794,170470550,86.50%,0.23%,170470550,145678978,14.50%,56.50%,69.90%,80.00%,45.11,18,53.3,32.7,13,0.4
SRR1587232,113289961,113289961,113289961,107821182,95.10%,215642364,188176672,87.20%,0.87%,188176672,121078698,35.60%,62.00%,78.90%,89.50%,41.84,15,51.6,36.6,14.6,0
SRR1587234,118191535,118191535,118191535,108156528,91.50%,216313056,185087915,85.50%,0.20%,185087915,156312205,15.50%,55.60%,68.80%,78.70%,47.57,18,53.4,33.7,14.1,0.5
SRR1587235,107945634,107945634,107945634,102596714,95.00%,205193428,176055054,85.70%,0.37%,176055054,114336150,35.00%,67.90%,84.70%,92.60%,43.28,11,50.2,34.6,15.4,0.1
SRR1587236,87848859,87848859,87848859,82523998,93.90%,165047996,142151621,86.10%,1.11%,142151621,72669966,48.80%,64.80%,81.80%,90.30%,26.3,8,48.4,23.4,3.6,0
SRR1587238,81968474,81968474,81968474,76136944,92.80%,152273888,131669044,86.40%,0.20%,131669044,116740384,11.30%,60.00%,74.00%,84.60%,38.4,15,52.4,27.8,9.7,0.2
SRR1587240,105438453,105438453,105438453,97656230,92.60%,195312460,167021119,85.50%,0.27%,167021119,145721953,12.70%,58.80%,72.60%,83.10%,46.98,18,53.5,33.2,13.8,0.5
SRR1587242,93916227,93916227,93916227,86045290,91.60%,172090580,147760094,85.80%,0.17%,147760094,127650509,13.60%,54.30%,67.10%,77.00%,37.89,15,52.2,27.2,9.3,0.2
SRR1587247,80636297,80636297,80636297,77429675,96.00%,154859350,132314140,85.40%,0.30%,132314140,119438507,9.73%,61.50%,76.40%,86.80%,40.52,16,52.6,30.1,10.9,0.2
SRR1587249,71028080,71028080,71028080,68211268,96.00%,136422536,117990751,86.40%,0.45%,117990751,107319728,9.04%,56.10%,69.90%,79.60%,33.25,13,51.5,24.4,7.3,0.1
SRR1587251,80928734,80928734,80928734,77440273,95.60%,154880546,132688609,85.60%,0.31%,132688609,121913548,8.12%,61.70%,76.70%,87.10%,41.12,16,52.6,31,11.2,0.2
SRR1587253,96439158,96439158,96439158,91221207,94.50%,182442414,159505721,87.40%,1.02%,159505721,112139514,29.60%,68.20%,85.00%,92.40%,42.68,10,49.8,36.5,16.9,0
SRR1587254,127358327,127358327,127358327,115663329,90.80%,231326658,198596210,85.80%,2.35%,198596210,129427647,34.80%,61.70%,78.40%,88.50%,44.5,15,51.7,37.9,16.9,0
SRR1587256,109527190,109527190,109527190,103347962,94.30%,206695924,177577921,85.90%,0.85%,177577921,122920469,30.70%,64.60%,81.10%,90.70%,44.25,14,51.4,35.1,15.3,0.1
SRR1605997,76301940,76301940,76301940,74043391,97.00%,148086782,144578705,97.60%,0.21%,144578705,69571447,51.80%,59.10%,76.50%,83.80%,22.81,9,48.9,19.6,0.7,0
SRR1605999,98487006,98487006,98487006,94801164,96.20%,189602328,184258096,97.10%,2.04%,184258096,143810897,21.90%,60.80%,78.70%,86.00%,48.24,14,51.6,37.2,17.9,0
SRR1606001,50902603,50902603,50902603,49403510,97.00%,98807020,96728323,97.80%,0.32%,96728323,77078315,20.30%,63.40%,82.80%,93.10%,27.21,10,49.6,23,4.8,0
SRR1606003,114110885,114110885,114110885,108901032,95.40%,217802064,212732139,97.60%,0.56%,212732139,166703975,21.60%,66.60%,85.20%,91.40%,61.21,15,51.5,41.3,26.5,0.1
SRR1606005,120920779,120920779,120920779,115859919,95.80%,231719838,225498006,97.30%,0.67%,225498006,175325241,22.20%,59.80%,76.60%,82.80%,57.74,15,51.6,40.4,24.6,0
SRR1606007,77413684,77413684,77413684,73915323,95.40%,147830646,144367486,97.60%,0.59%,144367486,116155375,19.50%,65.40%,83.80%,90.00%,41.86,10,50,34.2,15.1,0
SRR1606009,103842835,103842835,103842835,100519673,96.70%,201039346,195849788,97.40%,0.92%,195849788,162867529,16.80%,64.20%,82.10%,87.70%,57.77,13,50.9,38.6,22.7,0.3
SRR1606011,101628547,101628547,101628547,97241418,95.60%,194482836,189842877,97.60%,0.78%,189842877,138740872,26.90%,65.60%,84.10%,90.80%,50.21,14,51.2,38.7,21,0
SRR1606013,50030634,50030634,50030634,48488618,96.90%,96977236,94990408,97.90%,0.20%,94990408,83174954,12.40%,62.70%,81.90%,93.40%,29,11,50.2,24.4,5.9,0
SRR1606015,98827400,98827400,98827400,94608758,95.70%,189217516,184508797,97.50%,0.61%,184508797,153058431,17.00%,62.30%,79.90%,86.50%,52.56,13,51.1,39.1,21.7,0
SRR1606017,115723838,115723838,115723838,112297934,97.00%,224595868,218715620,97.30%,0.27%,218715620,185775422,15.00%,62.30%,79.70%,85.80%,63.92,15,51.8,40.4,25.5,0.5
SRR1606019,112090811,112090811,112090811,106969862,95.40%,213939724,208942623,97.60%,0.79%,208942623,165296134,20.80%,66.10%,84.80%,91.40%,60.24,16,51.7,41.4,26.3,0.1
SRR1606021,78159262,78159262,78159262,75609725,96.70%,151219450,148124681,97.90%,0.18%,148124681,111052052,25.00%,62.50%,81.80%,93.10%,38.54,15,52,34.3,12.1,0
SRR1606023,61194654,61194654,61194654,59337215,96.90%,118674430,116239717,97.90%,0.15%,116239717,89499171,23.00%,62.40%,81.70%,92.80%,31.11,12,50.8,28,6.9,0
SRR1606025,63244152,63244152,63244152,61238952,96.80%,122477904,119894212,97.80%,0.19%,119894212,100893988,15.80%,62.90%,82.20%,93.30%,35.32,13,51.2,30.3,9.8,0
SRR1606027,123650710,123650710,123650710,119592405,96.70%,239184810,232736991,97.30%,2.82%,232736991,199751607,14.10%,62.70%,80.30%,86.30%,69.1,16,52,41.3,27.5,0.8
SRR1606029,142254245,142254245,142254245,138459716,97.30%,276919432,269988807,97.40%,0.66%,269988807,134616230,50.10%,58.00%,74.80%,82.00%,43.3,15,52,39,17.2,0
SRR1606031,134529249,134529249,134529249,130327427,96.80%,260654854,255245194,97.90%,0.37%,255245194,191135788,25.10%,63.00%,82.50%,93.00%,66.92,24,54.1,43.8,30,0.1
SRR1606033,107100910,107100910,107100910,102560048,95.70%,205120096,199242995,97.10%,0.68%,199242995,146140410,26.60%,54.50%,70.10%,77.00%,43.92,13,51.2,36.7,16.7,0
SRR1606035,67259411,67259411,67259411,65157081,96.80%,130314162,127009671,97.40%,0.46%,127009671,109150081,14.00%,62.40%,80.70%,87.90%,37.69,11,50.1,30.1,11.3,0
SRR1606037,42003301,42003301,42003301,40683113,96.80%,81366226,79289742,97.40%,0.69%,79289742,62826282,20.70%,61.90%,80.00%,87.10%,21.49,7,46.8,15.1,2.8,0
SRR1606039,91894199,91894199,91894199,88683647,96.50%,177367294,172474786,97.20%,0.46%,172474786,143012491,17.00%,62.30%,80.40%,87.50%,49.17,14,51.3,36.6,17.8,0.1
SRR1606041,59835693,59835693,59835693,57276216,95.70%,114552432,111923655,97.70%,0.70%,111923655,88971474,20.50%,66.40%,85.00%,91.70%,32.57,9,49,28.3,8.9,0
SRR1606043,67447182,67447182,67447182,65205074,96.60%,130410148,126902301,97.30%,0.72%,126902301,101653198,19.80%,61.30%,79.30%,86.50%,34.4,10,49.9,28.6,9.5,0
SRR1606045,79330405,79330405,79330405,76615165,96.50%,153230330,149107582,97.30%,0.38%,149107582,122273628,17.90%,62.40%,80.70%,87.60%,42.09,12,50.6,33,13.9,0
SRR1606047,78660428,78660428,78660428,75280144,95.70%,150560288,147002532,97.60%,0.47%,147002532,114586983,22.00%,66.60%,85.10%,91.40%,42.14,10,49.9,34.8,15.5,0
SRR1606049,43786362,43786362,43786362,42005756,95.90%,84011512,81865547,97.40%,0.74%,81865547,66647362,18.50%,64.00%,81.80%,87.70%,23.41,6,46.7,17.9,3.6,0
SRR1606051,114965383,114965383,114965383,111430171,96.90%,222860342,217473365,97.50%,0.26%,217473365,114427434,47.30%,60.50%,78.00%,85.10%,38.39,13,51.1,36.2,12.6,0
SRR1606053,83615609,83615609,83615609,79985698,95.60%,159971396,155691036,97.30%,1.19%,155691036,124693111,19.90%,58.00%,74.30%,80.90%,39.87,11,50.1,33.9,13.6,0
SRR1606055,67216554,67216554,67216554,65231474,97.00%,130462948,127345479,97.60%,0.17%,127345479,90892779,28.60%,63.20%,81.30%,88.30%,31.83,9,49.4,28,7.9,0
SRR1606057,75771640,75771640,75771640,73487364,96.90%,146974728,143454542,97.60%,0.30%,143454542,96406016,32.70%,63.00%,81.00%,87.90%,33.65,10,49.7,29.9,9.2,0
SRR1606061,90568920,90568920,90568920,88086440,97.20%,176172880,171940239,97.50%,0.52%,171940239,120730760,29.70%,63.00%,80.90%,87.80%,42.19,12,50.7,34.8,15,0
SRR1606064,75441366,75441366,75441366,73052605,96.80%,146105210,142232304,97.30%,0.32%,142232304,124785256,12.20%,62.20%,80.60%,88.00%,42.88,13,51,33.8,14.3,0.1
SRR1606068,48933578,48933578,48933578,46962481,95.90%,93924962,91620040,97.50%,0.45%,91620040,73669743,19.50%,63.60%,81.40%,87.60%,25.75,7,47.4,20.8,4.7,0
SRR1606070,63554204,63554204,63554204,60952621,95.90%,121905242,119023675,97.60%,0.35%,119023675,95850537,19.40%,63.50%,81.40%,87.70%,33.45,9,49,28.2,9.2,0
SRR1606072,49100436,49100436,49100436,46819550,95.30%,93639100,91444981,97.60%,0.60%,91444981,54363915,40.50%,62.60%,80.50%,87.60%,18.78,6,46.8,12.6,0.3,0
SRR1606074,49679962,49679962,49679962,47956286,96.50%,95912572,93325169,97.30%,0.42%,93325169,78820874,15.50%,62.70%,80.80%,87.70%,27.27,8,48.2,21,5.8,0
SRR1606076,78869835,78869835,78869835,76400174,96.80%,152800348,148652075,97.20%,0.67%,148652075,122013432,17.90%,62.30%,80.40%,87.60%,42.01,12,50.7,33.5,14,0
SRR1606108,104262745,104262745,104262745,97091737,93.10%,194183474,170531669,87.80%,1.90%,170531669,128721226,24.50%,69.30%,85.70%,91.90%,52.52,11,50.1,38.3,21.6,0.1
SRR1606111,110903851,110903851,110903851,101671476,91.60%,203342952,179070730,88.00%,0.91%,179070730,92409672,48.30%,58.10%,75.60%,86.90%,30.02,13,50.9,29.4,4.4,0
SRR1606113,118068371,118068371,118068371,108762578,92.10%,217525156,188458652,86.60%,0.49%,188458652,148221924,21.30%,68.70%,84.90%,91.80%,59.51,14,51.1,39.9,24,0.3
SRR1606114,90833190,90833190,90833190,85199621,93.70%,170399242,147967174,86.80%,2.59%,147967174,109435712,26.00%,61.30%,77.50%,87.50%,37.26,13,51,32.6,10.4,0
SRR1606116,163174808,163174808,163174808,156985157,96.20%,313970314,274188862,87.30%,0.21%,274188862,178745845,34.80%,64.00%,82.00%,92.40%,63.95,23,52.9,44,29.5,0.1
SRR1606118,91586060,91586060,91586060,84359864,92.10%,168719728,147950524,87.60%,1.23%,147950524,118322590,20.00%,70.20%,86.80%,93.70%,48.8,11,50.2,36.8,18.6,0.1
SRR1606120,60390739,60390739,60390739,58583043,97.00%,117166086,103314341,88.10%,0.19%,103314341,91281053,11.60%,63.50%,79.50%,89.10%,32.28,8,48.9,26.2,7.8,0.1
SRR1606122,61041368,61041368,61041368,58420201,95.70%,116840402,103171693,88.30%,1.39%,103171693,91474761,11.30%,58.10%,73.10%,81.90%,29.6,8,48.4,24.8,6.1,0
SRR1606124,118051552,118051552,118051552,112257720,95.00%,224515440,196878373,87.60%,0.68%,196878373,154621465,21.40%,61.20%,76.30%,84.70%,52.09,16,52,37.9,18.6,0.3
SRR1606126,87433851,87433851,87433851,83348564,95.30%,166697128,144682359,86.70%,1.47%,144682359,123916587,14.30%,61.90%,77.70%,89.00%,42.2,14,51.4,33.9,13.5,0.1
SRR1606128,75301733,75301733,75301733,70873150,94.10%,141746300,123180051,86.90%,1.68%,123180051,107127090,13.00%,63.20%,79.40%,89.80%,37.53,12,50.5,31.6,10.6,0.1
SRR1606130,93912072,93912072,93912072,90461904,96.30%,180923808,157257533,86.90%,0.16%,157257533,137945833,12.20%,62.20%,78.00%,89.50%,47.48,16,52,36.2,16.4,0.2
SRR1606132,81862573,81862573,81862573,78836067,96.30%,157672134,137422013,87.10%,0.43%,137422013,120183380,12.50%,62.50%,78.40%,90.20%,41.66,14,51.4,33.6,13.1,0.1
SRR1606134,105688499,105688499,105688499,100710797,95.20%,201421594,175885612,87.30%,0.46%,175885612,149199559,15.10%,63.10%,79.10%,90.40%,51.94,17,52.1,38.4,19.9,0.3
SRR1606136,190844310,190844310,190844310,175159073,91.70%,350318146,309886042,88.40%,0.48%,309886042,181262502,41.50%,56.10%,72.10%,81.60%,56.84,21,53,42.8,26.8,0
SRR1606138,96188214,96188214,96188214,92286544,95.90%,184573088,163308924,88.40%,0.40%,163308924,75607602,53.70%,62.50%,81.30%,92.00%,26.46,11,50.1,25.9,1.9,0
SRR1606139,160326525,160326525,160326525,147161046,91.70%,294322092,261917411,88.90%,0.50%,261917411,152642996,41.70%,54.80%,70.70%,81.00%,46.76,19,52.5,40.3,19.2,0
SRR1606141,106095801,106095801,106095801,100949879,95.10%,201899758,176015749,87.10%,0.37%,176015749,137570510,21.80%,65.80%,82.10%,90.30%,49.87,14,51.3,37.1,17.3,0.2
SRR1606143,143751036,143751036,143751036,137737219,95.80%,275474438,241499860,87.60%,0.33%,241499860,150213859,37.70%,64.60%,82.40%,91.20%,54.24,17,52,41.8,25.2,0
SRR2128425,95266398,95266398,95266398,91354916,95.80%,182709832,177385028,97.00%,1.02%,177385028,160506001,9.51%,54.50%,70.40%,76.90%,48.7,13,51.1,37,18.4,0
SRR2128427,89925020,89925020,89925020,86169680,95.80%,172339360,167433185,97.10%,0.19%,167433185,140013561,16.30%,56.80%,73.10%,79.10%,44.24,11,50.4,35.2,16.3,0
SRR2128429,109223597,109223597,109223597,103231150,94.50%,206462300,200300716,97.00%,0.73%,200300716,178425364,10.90%,52.50%,67.70%,74.30%,52.37,14,51.7,38.2,20.3,0.1
SRR2128430,90040631,90040631,90040631,86200113,95.70%,172400226,167491482,97.10%,1.02%,167491482,157617531,5.89%,54.10%,70.00%,76.90%,47.51,13,51.1,36,17.1,0.1
SRR2128433,116398902,116398902,116398902,110876087,95.20%,221752174,215787005,97.30%,0.18%,215787005,177483967,17.70%,55.30%,71.40%,77.70%,54.54,14,51.6,39.4,22.5,0
SRR2128435,93703705,93703705,93703705,89723762,95.70%,179447524,173923055,96.90%,0.81%,173923055,157451347,9.47%,54.40%,70.30%,77.10%,47.65,13,51.2,36.7,17.8,0
SRR2128439,90778105,90778105,90778105,86989742,95.80%,173979484,168784710,97.00%,0.73%,168784710,148533524,11.90%,54.50%,70.50%,77.20%,45.04,13,51,35.3,16.5,0
SRR2128443,95936648,95936648,95936648,92247004,96.10%,184494008,179204536,97.10%,0.19%,179204536,149721470,16.40%,55.00%,71.10%,77.50%,45.74,12,50.8,36.5,17,0
SRR2128447,87935463,87935463,87935463,84279633,95.80%,168559266,163657312,97.00%,0.91%,163657312,146563880,10.40%,53.20%,68.60%,75.50%,43.36,12,50.8,34.8,15.2,0
SRR2128449,116722483,116722483,116722483,107369743,91.90%,214739486,208323521,97.00%,0.87%,208323521,195079538,6.35%,54.60%,70.70%,77.40%,57.06,15,51.9,39.2,22.4,0.2
SRR2128452,88361244,88361244,88361244,84105154,95.10%,168210308,163656915,97.20%,0.24%,163656915,146245721,10.60%,56.40%,73.00%,79.40%,45.85,12,50.6,35.7,16.8,0
SRR2128454,114516373,114516373,114516373,109030040,95.20%,218060080,212098838,97.20%,0.25%,212098838,181340900,14.50%,56.10%,72.50%,78.90%,56.49,15,51.6,39.8,23.2,0.1
SRR2128456,85774042,85774042,85774042,82164079,95.70%,164328158,159784647,97.20%,0.20%,159784647,140095665,12.30%,57.10%,73.70%,80.10%,44.56,12,50.5,35.2,16.2,0
SRR2128458,99147061,99147061,99147061,94226811,95.00%,188453622,183061256,97.10%,0.23%,183061256,162387629,11.20%,55.30%,71.70%,78.60%,49.88,14,51.5,37.7,19.3,0
SRR2128460,100595086,100595086,100595086,94592563,94.00%,189185126,183844158,97.10%,0.80%,183844158,161373516,12.20%,59.20%,75.90%,82.20%,51.81,13,50.9,37.5,19.7,0.2
SRR2128462,122861838,122861838,122861838,110999807,90.30%,221999614,214931630,96.80%,0.88%,214931630,203101693,5.50%,54.30%,70.30%,77.10%,59.13,16,52.2,39.9,23.2,0.3
SRR2128465,121411713,121411713,121411713,115297776,94.90%,230595552,223653815,96.90%,0.99%,223653815,203593632,8.96%,52.40%,67.60%,74.10%,59.7,16,52.4,40,23.7,0.2
SRR2128467,104845706,104845706,104845706,98576226,94.00%,197152452,191574790,97.10%,0.61%,191574790,173521178,9.42%,55.30%,71.80%,78.70%,53.19,14,51.6,38.8,20.9,0.1
SRR2128468,82878330,82878330,82878330,79703262,96.10%,159406524,154657008,97.00%,0.82%,154657008,137364741,11.10%,56.00%,72.00%,78.10%,42.85,11,50.1,33.7,15.1,0
SRR2128470,89571993,89571993,89571993,85856647,95.80%,171713294,166635073,97.00%,0.93%,166635073,149718671,10.10%,53.40%,69.00%,75.80%,44.51,12,50.9,35.4,16,0
SRR2128472,84927743,84927743,84927743,81555088,96.00%,163110176,158613058,97.20%,0.83%,158613058,143572974,9.48%,55.80%,72.10%,78.70%,44.65,12,50.7,35,16,0
SRR2128474,97596841,97596841,97596841,88348940,90.50%,176697880,171199100,96.80%,1.07%,171199100,161765964,5.51%,53.40%,69.10%,75.90%,46.38,12,50.9,35.5,16.5,0.1
SRR2128477,81495162,81495162,81495162,78169652,95.90%,156339304,151806537,97.10%,0.81%,151806537,137717875,9.28%,55.10%,71.10%,77.50%,42.25,11,50.3,33.6,14.6,0
SRR2128479,93290831,93290831,93290831,84465866,90.50%,168931732,163776610,96.90%,1.00%,163776610,153814521,6.08%,54.80%,70.90%,77.50%,45.24,12,50.7,34.8,15.9,0
SRR2128481,111338026,111338026,111338026,105940189,95.10%,211880378,205864772,97.10%,0.72%,205864772,184570101,10.30%,55.10%,71.30%,78.20%,56.43,15,51.9,40,22.9,0.1
SRR2128483,109179053,109179053,109179053,102556951,93.90%,205113902,199200931,97.10%,0.58%,199200931,180070154,9.60%,53.10%,69.10%,76.50%,52.93,16,52.1,38.8,20.9,0.1
SRR1566619,102204642,102204642,102204642,97969212,95.80%,195938424,190413911,97.10%,0.22%,190413911,162399717,14.70%,56.60%,73.10%,79.40%,51.17,13,51.2,38.4,20.3,0
SRR1566621,85308721,85308721,85308721,81750144,95.80%,163500288,158921014,97.10%,0.24%,158921014,139828896,12.00%,56.50%,72.90%,79.30%,43.99,12,50.5,35.1,15.8,0
SRR1566811,102316990,102316990,102316990,96875954,94.60%,193751908,188602153,97.30%,0.64%,188602153,169707502,10.00%,60.90%,78.10%,84.50%,56.62,14,51.3,38.6,22.2,0.3
SRR1566813,88918168,88918168,88918168,85882413,96.50%,171764826,166817683,97.10%,0.60%,166817683,147206028,11.70%,58.60%,75.20%,82.10%,47.59,13,51.1,35.8,17.1,0.1
SRR1566815,75891387,75891387,75891387,71911307,94.70%,143822614,139863722,97.20%,0.27%,139863722,122097887,12.70%,58.80%,75.40%,81.40%,39.38,10,49.6,31.8,12.6,0
SRR1566817,64502360,64502360,64502360,61087445,94.70%,122174890,118904999,97.30%,0.44%,118904999,104646888,11.90%,60.30%,77.20%,83.30%,34.56,9,48.9,28.1,9.6,0
SRR1566819,77657173,77657173,77657173,74711087,96.20%,149422174,145705988,97.50%,0.60%,145705988,122189866,16.10%,64.90%,83.10%,89.50%,43.81,11,50.1,34.4,15.3,0.1
SRR1566821,89151865,89151865,89151865,86510324,97.00%,173020648,168119045,97.10%,1.70%,168119045,153097733,8.93%,60.70%,77.90%,84.20%,51.24,13,50.9,36.9,19.2,0.2
SRR1566823,83028361,83028361,83028361,80556245,97.00%,161112490,155597802,96.50%,0.54%,155597802,141705443,8.92%,51.60%,66.50%,73.00%,40.33,11,50.2,31.8,12.8,0
SRR1566825,118172143,118172143,118172143,114784104,97.10%,229568208,222062273,96.70%,0.88%,222062273,202822284,8.66%,52.30%,67.20%,73.70%,58.49,15,52.1,39.2,22.8,0.3
SRR1566827,82569159,82569159,82569159,77935268,94.30%,155870536,151787840,97.30%,0.37%,151787840,137717398,9.26%,62.60%,80.10%,86.10%,47.16,11,50.2,35.2,17.1,0.1
SRR1566829,83618888,83618888,83618888,81184531,97.00%,162369062,158060747,97.30%,0.57%,158060747,144427797,8.62%,62.80%,80.50%,86.80%,50,12,50.8,36.4,18.6,0.2
SRR1566831,111238311,111238311,111238311,105403514,94.70%,210807028,204870861,97.10%,0.46%,204870861,182726438,10.80%,60.90%,77.90%,84.00%,60.97,14,51.5,40,24.4,0.4
SRR1566833,80537111,80537111,80537111,77710518,96.40%,155421036,151499938,97.40%,0.97%,151499938,128939969,14.80%,63.90%,82.10%,88.70%,45.55,11,50.3,34.8,16.2,0.1
SRR1566835,97470500,97470500,97470500,94984719,97.40%,189969438,183944970,96.80%,0.55%,183944970,163006157,11.30%,54.30%,69.80%,76.70%,48.95,14,51.5,36.4,17.8,0.1
SRR1566837,116869195,116869195,116869195,110548646,94.50%,221097292,213452188,96.50%,0.44%,213452188,194735639,8.76%,50.30%,64.60%,70.80%,53.56,13,51.3,37.6,20.3,0.2
SRR1566839,72526037,72526037,72526037,70681086,97.40%,141362172,137508444,97.20%,0.45%,137508444,122916589,10.60%,62.10%,80.10%,87.10%,42.25,12,50.6,33.5,14,0.1
SRR1566843,128241954,128241954,128241954,120966416,94.30%,241932832,235723423,97.40%,1.31%,235723423,215888870,8.41%,62.50%,80.10%,86.40%,73.79,17,52.3,42.2,29.4,0.9
SRR1566845,86610795,86610795,86610795,84092886,97.00%,168185772,163378879,97.10%,0.52%,163378879,146005202,10.60%,54.60%,70.80%,80.00%,44.01,15,52.3,35,14.8,0.1
SRR1566847,88503810,88503810,88503810,86232787,97.40%,172465574,167651068,97.20%,0.56%,167651068,148501911,11.40%,60.80%,78.20%,85.20%,49.93,14,51.3,36.8,18.5,0.2
SRR1566849,161631030,161631030,161631030,152744480,94.50%,305488960,295305135,96.60%,0.70%,295305135,269113642,8.86%,51.40%,66.00%,72.20%,75.65,19,53.2,42.6,29.9,1
SRR1566850,77899138,77899138,77899138,74983515,96.20%,149967030,146250112,97.50%,0.54%,146250112,120471932,17.60%,65.20%,83.40%,89.50%,43.41,10,49.9,34,15.1,0.1
SRR1566853,159099766,159099766,159099766,152518896,95.80%,305037792,297739145,97.60%,0.73%,297739145,242040111,18.70%,64.40%,82.80%,89.30%,86.03,21,53,44.2,33.6,1.5
SRR1566855,80724826,80724826,80724826,77765152,96.30%,155530304,151587989,97.40%,0.38%,151587989,124951526,17.50%,64.40%,82.40%,88.70%,44.4,11,50.1,34.4,15.8,0.1
SRR1566857,83314439,83314439,83314439,80612959,96.70%,161225918,157065364,97.40%,0.59%,157065364,139291134,11.30%,61.00%,78.60%,85.70%,46.93,13,51.1,35.6,16.8,0.1
SRR1566859,116009997,116009997,116009997,108949788,93.90%,217899576,212473640,97.50%,0.38%,212473640,175232115,17.50%,65.20%,83.80%,90.30%,62.66,15,51.6,40.7,25.4,0.5
SRR1566861,99965149,99965149,99965149,93479405,93.50%,186958810,182325464,97.50%,0.40%,182325464,150211167,17.60%,65.20%,83.80%,90.30%,53.67,13,51,38.4,21,0.2
SRR1566863,71743351,71743351,71743351,69098835,96.30%,138197670,134848403,97.50%,0.38%,134848403,114396669,15.10%,65.00%,83.30%,89.60%,41.06,10,49.7,32.6,13.7,0
SRR1566865,88947011,88947011,88947011,85635029,96.20%,171270058,167011529,97.50%,0.70%,167011529,140848023,15.60%,65.30%,83.50%,89.50%,50.84,12,50.5,36.8,19.3,0.2
SRR1566867,92555761,92555761,92555761,89493634,96.60%,178987268,174127044,97.20%,0.45%,174127044,147895593,15.00%,60.20%,77.50%,84.20%,49.17,13,51.2,36.6,18.2,0.1
SRR1566869,118242951,118242951,118242951,111278842,94.10%,222557684,217250257,97.60%,0.43%,217250257,179312653,17.40%,65.40%,84.10%,90.20%,64.34,15,51.6,40.7,25.9,0.6
SRR1566871,85626091,85626091,85626091,82717231,96.60%,165434462,161151836,97.40%,0.57%,161151836,137708147,14.50%,64.80%,83.10%,89.60%,49.43,12,50.7,36.8,18.6,0.1
SRR1566873,85820901,85820901,85820901,82763385,96.40%,165526770,161463498,97.50%,0.60%,161463498,136064024,15.70%,64.40%,82.50%,88.80%,48.43,11,50.4,35.9,17.9,0.1
SRR1566875,77128051,77128051,77128051,74547201,96.60%,149094402,145266609,97.40%,0.50%,145266609,124214390,14.40%,65.50%,83.70%,89.60%,45.03,10,49.9,34.6,16,0.1
SRR1566877,66223179,66223179,66223179,63768888,96.20%,127537776,124511254,97.60%,0.56%,124511254,102789365,17.40%,65.00%,83.30%,89.40%,36.87,9,49.1,30,11.2,0
SRR1566879,80838643,80838643,80838643,77835882,96.20%,155671764,151898797,97.50%,1.20%,151898797,132168663,12.90%,64.30%,82.60%,89.30%,46.9,12,50.5,35.4,17,0.1
SRR1566881,98417671,98417671,98417671,92600537,94.00%,185201074,180628417,97.50%,0.43%,180628417,151485144,16.10%,65.10%,83.70%,90.20%,54.08,13,51,38.3,21.1,0.3
SRR1566883,82595845,82595845,82595845,79518018,96.20%,159036036,155235316,97.60%,0.85%,155235316,133403641,14.00%,64.90%,83.20%,89.40%,47.81,11,50.3,35.7,17.6,0.1
SRR1566885,78771886,78771886,78771886,76069752,96.50%,152139504,148403833,97.50%,0.45%,148403833,125001910,15.70%,65.20%,83.40%,89.60%,45.09,11,50.1,35,16.2,0.1
SRR1566887,72644264,72644264,72644264,70209799,96.60%,140419598,136901495,97.40%,0.55%,136901495,116607634,14.80%,65.50%,83.70%,89.80%,42.29,10,49.7,33.4,14.4,0
SRR1566889,123805054,123805054,123805054,112948374,91.20%,225896748,220577789,97.60%,0.68%,220577789,185755310,15.70%,65.20%,83.60%,89.70%,66.56,15,51.7,41.1,26.8,0.6
SRR1566891,134868502,134868502,134868502,123254082,91.30%,246508164,240650091,97.60%,0.87%,240650091,205514267,14.60%,64.80%,83.20%,89.30%,73.21,17,52.1,42.3,29.4,0.9
SRR1566893,144793287,144793287,144793287,132158753,91.20%,264317506,258042409,97.60%,0.78%,258042409,219939265,14.70%,64.80%,83.30%,89.60%,78.36,19,52.5,43.2,31.3,1.1
SRR1566895,88279256,88279256,88279256,85113580,96.40%,170227160,165938447,97.40%,0.41%,165938447,140539724,15.30%,64.20%,82.40%,88.90%,49.86,12,50.7,36.6,18.7,0.2
SRR1566897,157739987,157739987,157739987,151100281,95.70%,302200562,294946126,97.50%,0.75%,294946126,238371438,19.10%,64.60%,83.10%,89.70%,84.95,21,53,44.1,33.3,1.4
